EmployeeID,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot,skills
E124,Bachelors,2012,Bangalore,3,26,Male,No,4,1,"SQL, Python, Excel, React"
E125,Bachelors,2014,Bangalore,3,28,Female,No,3,0,"JavaScript, Project Management"
E126,Masters,2014,Pune,3,24,Male,No,2,0,C++
E127,Bachelors,2013,Bangalore,3,28,Male,No,1,0,"AWS, JavaScript, React, Data Analysis"
E128,Bachelors,2015,Pune,3,27,Male,No,5,0,Excel
E129,Bachelors,2018,Bangalore,3,25,Male,No,3,1,"Docker, Kubernetes"
E130,Masters,2013,Pune,1,24,Male,No,2,1,"SQL, Angular, Java"
E131,Bachelors,2017,Bangalore,3,26,Female,No,4,0,"JavaScript, Docker, SQL, C++"
E132,Bachelors,2013,Bangalore,3,28,Male,No,1,1,React
E133,Masters,2016,New Delhi,3,27,Male,No,5,0,"Project Management, C++, AWS, Excel"
E134,Masters,2017,Bangalore,3,26,Male,No,4,0,"Project Management, AWS, Data Analysis, Angular"
E135,Masters,2017,New Delhi,2,24,Male,No,2,0,"AWS, C++, Machine Learning, React"
E136,Masters,2018,New Delhi,3,26,Male,No,4,1,"React, Kubernetes, Machine Learning, SQL"
E137,Masters,2017,New Delhi,1,25,Female,No,3,1,"Node.js, SQL, Communication"
E138,Bachelors,2012,Pune,3,28,Male,No,2,0,"Java, React"
E139,Bachelors,2017,New Delhi,3,28,Male,No,2,0,"Docker, Python, Machine Learning, SQL"
E140,Bachelors,2013,Bangalore,3,26,Male,No,4,0,"Docker, SQL"
E141,Masters,2013,New Delhi,3,27,Male,No,5,1,"Communication, C++"
E142,Bachelors,2017,Pune,2,24,Female,No,2,1,Data Analysis
E143,Bachelors,2017,New Delhi,3,28,Female,No,2,0,"Data Analysis, Machine Learning, Docker"
E144,Bachelors,2016,Bangalore,3,26,Male,No,4,0,C++
E145,Bachelors,2013,Bangalore,3,27,Female,No,5,0,"JavaScript, Python, Docker"
E146,Masters,2015,Pune,2,28,Female,No,3,0,C++
E147,Bachelors,2014,Bangalore,3,25,Male,No,3,0,"React, Excel, JavaScript"
E148,Bachelors,2016,Pune,3,28,Male,No,1,0,"Node.js, Java, Kubernetes, Excel"
E149,Masters,2013,Bangalore,1,25,Male,No,3,1,"C++, Excel, Node.js"
E150,Bachelors,2015,Pune,3,26,Male,No,4,0,Project Management
E151,Bachelors,2018,New Delhi,3,27,Female,No,5,1,Node.js
E152,Bachelors,2016,Bangalore,3,24,Male,No,2,1,"Python, Java, Angular, SQL"
E153,Bachelors,2012,Pune,2,24,Female,No,2,1,AWS
E154,Bachelors,2014,Bangalore,3,26,Male,No,4,0,Kubernetes
E155,Bachelors,2016,Pune,2,24,Female,No,2,1,Project Management
E156,Masters,2012,New Delhi,3,26,Female,No,4,0,Java
E157,Bachelors,2013,Bangalore,3,28,Female,No,3,0,"Node.js, Project Management, Communication"
E158,Bachelors,2012,Bangalore,3,24,Male,No,2,1,"Kubernetes, AWS, Communication"
E159,Bachelors,2015,Bangalore,3,25,Male,No,3,1,Excel
E160,Bachelors,2016,Bangalore,3,28,Male,No,3,0,"Java, Angular"
E161,Bachelors,2014,Bangalore,3,28,Female,No,3,0,"Data Analysis, Machine Learning, JavaScript, SQL"
E162,Bachelors,2013,Bangalore,3,26,Female,No,4,0,"Angular, Project Management, Data Analysis"
E163,Masters,2017,New Delhi,3,24,Female,No,2,1,"C++, React, Kubernetes"
E164,Bachelors,2016,Bangalore,3,25,Male,No,3,1,Project Management
E165,Bachelors,2015,Bangalore,3,25,Male,No,3,0,"Node.js, AWS, Python"
E166,Bachelors,2014,Bangalore,3,27,Male,No,5,0,"Angular, Machine Learning"
E167,Bachelors,2012,Bangalore,3,24,Male,No,2,0,"Excel, Data Analysis, Communication"
E168,Bachelors,2014,Bangalore,3,25,Male,No,3,0,"Excel, JavaScript, Node.js"
E169,Bachelors,2015,Bangalore,3,28,Male,No,3,0,"Node.js, Docker, AWS, Data Analysis"
E170,Masters,2015,New Delhi,3,26,Male,No,4,1,"React, Excel, Data Analysis, Node.js"
E171,Bachelors,2014,New Delhi,3,28,Female,No,1,0,Excel
E172,Bachelors,2015,Pune,3,25,Male,No,3,0,"Angular, Communication"
E173,Masters,2015,Pune,2,28,Female,No,2,0,Node.js
E174,Bachelors,2014,Bangalore,3,27,Female,No,5,0,"Angular, Kubernetes, React, AWS"
E175,Bachelors,2013,Bangalore,3,26,Male,No,4,0,SQL
E176,Bachelors,2016,Bangalore,3,26,Male,No,4,0,"Excel, C++, JavaScript, Project Management"
E177,Bachelors,2012,Bangalore,3,25,Male,No,3,0,"Node.js, AWS, C++"
E178,Bachelors,2015,Bangalore,3,25,Male,No,3,0,Docker
E179,Bachelors,2014,New Delhi,3,24,Female,No,2,0,"Python, Project Management"
E180,Bachelors,2012,Bangalore,3,27,Male,No,5,1,"Excel, Java, React, Node.js"
E181,Masters,2017,New Delhi,3,27,Male,No,5,1,Communication
E182,Bachelors,2015,Pune,3,27,Male,No,5,0,C++
E183,Bachelors,2018,Bangalore,3,24,Male,No,2,1,"SQL, C++, Node.js, JavaScript"
E184,Masters,2017,New Delhi,3,27,Male,No,5,1,"Python, AWS, JavaScript, Project Management"
E185,Masters,2017,New Delhi,2,28,Female,No,1,1,"Excel, Python, C++, JavaScript"
E186,Masters,2017,Pune,2,24,Male,No,2,1,"Excel, C++, React"
E187,Masters,2016,New Delhi,3,25,Female,No,3,1,"Project Management, Python, SQL"
E188,PHD,2015,New Delhi,3,28,Female,No,1,0,Node.js
E189,Bachelors,2017,New Delhi,2,26,Male,No,4,0,Project Management
E190,Bachelors,2013,Bangalore,2,27,Male,No,5,0,"React, Java"
E191,Bachelors,2015,Bangalore,3,26,Male,No,4,0,"Python, Node.js, Docker, AWS"
E192,Bachelors,2015,Bangalore,3,26,Male,No,4,0,Communication
E193,Bachelors,2013,Bangalore,3,28,Male,No,1,0,"Python, C++, Communication"
E194,Bachelors,2015,Bangalore,3,27,Female,No,5,0,"Kubernetes, Java, JavaScript"
E195,Bachelors,2013,New Delhi,3,25,Female,No,3,0,"Project Management, Kubernetes, Java, Communication"
E196,Bachelors,2013,Pune,3,28,Male,No,1,0,"Communication, React, Excel"
E197,Bachelors,2017,Pune,3,24,Male,No,2,0,"SQL, Angular, JavaScript, Node.js"
E198,Bachelors,2013,New Delhi,3,27,Female,No,5,0,"SQL, React, JavaScript"
E199,Bachelors,2015,Bangalore,3,28,Male,Yes,2,0,"C++, Java"
E200,Bachelors,2015,Pune,3,28,Male,No,3,0,Excel
E201,Bachelors,2014,Pune,2,25,Female,No,3,1,"JavaScript, React, Python"
E202,Bachelors,2014,Bangalore,3,25,Male,No,3,0,"Angular, Machine Learning"
E203,Bachelors,2017,Bangalore,3,27,Male,No,5,0,"Excel, React, Node.js"
E204,Bachelors,2014,Pune,2,26,Female,No,4,1,"Communication, Data Analysis"
E205,PHD,2013,New Delhi,3,24,Male,No,2,0,"C++, React, Machine Learning"
E206,Bachelors,2015,Pune,2,26,Female,No,4,1,Communication
E207,Bachelors,2017,Bangalore,3,25,Male,No,3,0,"Communication, Node.js, JavaScript, Machine Learning"
E208,Masters,2013,Pune,2,27,Male,No,5,1,"React, SQL, Java"
E209,Masters,2017,Bangalore,3,28,Male,No,2,0,"Node.js, Angular, Communication, C++"
E210,Bachelors,2012,Bangalore,3,25,Male,No,3,1,"JavaScript, Kubernetes, Java, Docker"
E211,Bachelors,2017,Bangalore,3,27,Male,No,5,0,"Docker, JavaScript"
E212,Masters,2017,Pune,2,27,Female,No,5,0,"AWS, Project Management"
E213,Masters,2013,Bangalore,2,28,Female,No,2,1,"Data Analysis, Node.js"
E214,Masters,2017,Pune,3,28,Male,No,1,1,"Machine Learning, SQL, AWS, React"
E215,Bachelors,2018,Bangalore,3,27,Female,No,5,1,SQL
E216,Bachelors,2014,New Delhi,3,25,Female,No,3,0,"Docker, Angular"
E217,Masters,2017,New Delhi,3,27,Male,No,5,1,"React, Java, Excel"
E218,Masters,2013,New Delhi,3,26,Male,No,4,1,"Excel, JavaScript, AWS"
E219,Bachelors,2013,Pune,2,25,Female,No,3,1,"Angular, AWS"
E220,Masters,2012,New Delhi,3,26,Male,No,4,1,"Machine Learning, Angular, AWS"
E221,Bachelors,2016,Bangalore,3,25,Male,No,3,1,"Excel, C++, SQL"
E222,Bachelors,2013,Pune,2,26,Male,No,4,0,Communication
E223,Bachelors,2018,Bangalore,3,28,Female,No,2,1,"Node.js, Java"
E224,Bachelors,2013,Bangalore,3,27,Male,No,5,0,"Excel, Project Management"
E225,Bachelors,2015,Pune,1,24,Female,Yes,2,1,"Python, Machine Learning, React, Project Management"
E226,Bachelors,2013,Pune,3,28,Male,No,2,0,"C++, Machine Learning"
E227,Bachelors,2015,Pune,2,27,Female,Yes,5,1,C++
E228,Bachelors,2018,Bangalore,3,25,Male,No,3,1,"Excel, Java, Angular, Docker"
E229,Bachelors,2014,Pune,2,27,Female,No,5,1,"Communication, SQL, Data Analysis, C++"
E230,Bachelors,2013,Pune,3,24,Male,No,2,0,"Communication, JavaScript, Java, Machine Learning"
E231,Bachelors,2014,Pune,3,24,Male,No,2,0,"Communication, Java, Machine Learning, JavaScript"
E232,PHD,2015,New Delhi,2,25,Female,No,3,0,"Communication, Java"
E233,Bachelors,2014,Bangalore,3,26,Male,Yes,4,0,Node.js
E234,Bachelors,2018,Bangalore,3,24,Male,No,2,1,Excel
E235,Masters,2015,Pune,2,25,Female,No,3,0,C++
E236,Bachelors,2015,Bangalore,3,24,Male,No,2,0,"React, Node.js, AWS"
E237,Bachelors,2014,New Delhi,3,24,Female,No,2,0,"Excel, Communication, Node.js, Java"
E238,Masters,2017,Bangalore,2,26,Female,No,4,1,"Python, Machine Learning"
E239,Bachelors,2012,New Delhi,3,28,Male,No,1,0,"React, Kubernetes, Java"
E240,Masters,2017,Pune,2,26,Female,No,4,0,"Kubernetes, Project Management, Java"
E241,Bachelors,2016,Pune,3,25,Male,No,3,0,React
E242,Bachelors,2017,New Delhi,3,24,Male,No,2,1,"Node.js, JavaScript, Excel"
E243,Bachelors,2013,Pune,2,28,Female,No,3,1,Communication
E244,Bachelors,2014,Bangalore,3,25,Female,No,3,1,"Data Analysis, SQL, Python"
E245,Bachelors,2014,Bangalore,3,25,Male,No,3,0,"Python, Project Management, C++"
E246,Bachelors,2014,Pune,2,24,Female,No,2,1,JavaScript
E247,Bachelors,2015,Bangalore,3,28,Male,No,2,1,Kubernetes
E248,Bachelors,2015,Bangalore,3,27,Male,No,5,0,"SQL, Communication, Angular, React"
E249,Bachelors,2016,Pune,3,26,Male,No,4,0,"AWS, Excel, Angular"
E250,Masters,2015,New Delhi,3,26,Female,No,4,1,"Node.js, Data Analysis, Project Management, Machine Learning"
E251,Bachelors,2016,Bangalore,1,28,Female,No,2,0,"C++, AWS"
E252,Bachelors,2014,Bangalore,3,25,Male,Yes,3,0,"Node.js, Project Management, Data Analysis, Docker"
E253,Bachelors,2014,Bangalore,3,27,Male,No,5,0,"Communication, JavaScript, AWS, Docker"
E254,Bachelors,2017,Bangalore,3,28,Male,No,2,0,"Machine Learning, React, Python, Kubernetes"
E255,Masters,2018,New Delhi,3,24,Female,Yes,2,1,"AWS, JavaScript"
E256,Bachelors,2017,Pune,2,25,Male,No,3,0,"Machine Learning, Data Analysis, Project Management"
E257,Bachelors,2018,Pune,2,24,Female,No,2,1,Data Analysis
E258,Masters,2017,New Delhi,2,28,Female,No,1,0,C++
E259,Bachelors,2013,New Delhi,1,27,Female,No,5,0,"Angular, Project Management, Communication"
E260,Bachelors,2017,New Delhi,2,27,Female,No,5,0,"JavaScript, AWS, Machine Learning, Communication"
E261,Bachelors,2017,Bangalore,3,28,Male,No,1,0,"JavaScript, SQL, Angular, Project Management"
E262,Bachelors,2016,Pune,2,27,Female,No,5,1,"Data Analysis, SQL, React, Kubernetes"
E263,Masters,2018,Bangalore,3,24,Male,No,2,1,Data Analysis
E264,Bachelors,2012,Pune,1,26,Male,No,4,0,"Excel, AWS, Python"
E265,Bachelors,2016,Bangalore,3,26,Male,No,4,0,Data Analysis
E266,Masters,2016,New Delhi,1,27,Male,No,5,0,"Java, SQL"
E267,Bachelors,2015,New Delhi,3,26,Female,No,4,0,"AWS, Project Management, Java, Excel"
E268,Bachelors,2012,Bangalore,3,27,Male,Yes,5,0,"SQL, Project Management, Angular, JavaScript"
E269,Bachelors,2013,Bangalore,3,24,Male,Yes,2,1,"Project Management, Machine Learning, Excel"
E270,Bachelors,2018,Bangalore,3,26,Female,No,4,1,"Docker, Angular, Excel"
E271,Masters,2017,Pune,2,26,Female,No,4,1,"Node.js, JavaScript"
E272,Masters,2017,New Delhi,2,28,Female,No,2,0,"Kubernetes, Java"
E273,Bachelors,2013,Pune,3,28,Male,No,1,0,"Machine Learning, Data Analysis, React"
E274,Masters,2013,New Delhi,3,25,Male,No,3,0,"Python, Kubernetes"
E275,Bachelors,2018,Bangalore,3,28,Female,Yes,1,1,"Communication, AWS"
E276,Bachelors,2013,Pune,3,27,Female,No,5,1,"Node.js, Angular, Project Management"
E277,Bachelors,2012,Bangalore,3,25,Male,No,3,0,"Excel, Java, Angular"
E278,Bachelors,2014,Bangalore,3,28,Male,No,1,0,"Communication, Node.js, Excel"
E279,Bachelors,2017,New Delhi,3,28,Female,No,3,0,Data Analysis
E280,Masters,2017,New Delhi,2,28,Male,Yes,2,0,"Machine Learning, C++"
E281,Bachelors,2014,Bangalore,3,25,Male,No,3,0,"Project Management, Kubernetes, C++, Communication"
E282,Masters,2017,New Delhi,3,26,Male,No,4,0,Kubernetes
E283,Bachelors,2015,Pune,1,25,Female,No,3,1,"C++, Java"
E284,Masters,2013,New Delhi,3,27,Male,No,5,0,"Kubernetes, AWS"
E285,PHD,2014,Bangalore,3,24,Female,No,2,0,"React, Excel, C++, SQL"
E286,Masters,2017,New Delhi,2,27,Female,No,5,0,"Machine Learning, AWS"
E287,Bachelors,2018,Bangalore,3,26,Male,No,4,1,"JavaScript, Angular, SQL, C++"
E288,Bachelors,2012,Bangalore,3,26,Male,No,4,0,Data Analysis
E289,Masters,2015,Pune,3,27,Female,No,5,1,Python
E290,Bachelors,2018,Bangalore,3,26,Male,No,4,1,Kubernetes
E291,Bachelors,2016,Bangalore,3,24,Male,No,2,0,SQL
E292,Masters,2017,New Delhi,2,25,Female,No,3,0,"Communication, JavaScript, Python, Java"
E293,Bachelors,2017,New Delhi,2,28,Male,No,1,0,"Excel, Data Analysis"
E294,Bachelors,2012,New Delhi,3,27,Female,No,5,0,"JavaScript, C++"
E295,Masters,2013,New Delhi,3,26,Male,No,4,1,"Machine Learning, JavaScript, Project Management"
E296,Bachelors,2015,Bangalore,3,26,Female,Yes,4,1,"Node.js, Data Analysis"
E297,Bachelors,2014,Pune,3,28,Male,No,2,0,"Python, Kubernetes, Communication, Angular"
E298,Bachelors,2016,Bangalore,3,24,Female,No,2,1,"Machine Learning, Excel, AWS, JavaScript"
E299,Bachelors,2012,Bangalore,3,28,Male,No,3,0,"Kubernetes, SQL, Machine Learning, Excel"
E300,Bachelors,2012,Bangalore,3,27,Male,No,5,0,"Angular, AWS"
E301,Bachelors,2013,Bangalore,3,26,Male,No,4,0,"Excel, Kubernetes, Machine Learning, Node.js"
E302,Bachelors,2014,New Delhi,3,28,Female,No,1,0,"React, Communication, Excel"
E303,Bachelors,2014,New Delhi,3,27,Female,Yes,5,0,"Machine Learning, JavaScript, Docker, Node.js"
E304,Bachelors,2015,Pune,3,26,Female,Yes,4,1,Node.js
E305,Masters,2014,New Delhi,3,26,Male,No,4,1,JavaScript
E306,PHD,2015,New Delhi,3,25,Female,No,3,0,"Kubernetes, React, Docker"
E307,Masters,2015,New Delhi,3,25,Male,No,3,0,SQL
E308,Bachelors,2012,Pune,3,27,Male,No,5,0,"JavaScript, Docker"
E309,Masters,2017,New Delhi,2,24,Female,No,2,0,"AWS, JavaScript, Machine Learning"
E310,Bachelors,2016,Bangalore,3,24,Male,No,2,0,"JavaScript, React, Node.js"
E311,Masters,2015,Pune,3,28,Female,No,2,0,"Machine Learning, Java"
E312,Bachelors,2017,Bangalore,3,24,Female,No,2,0,"Java, Docker"
E313,Bachelors,2017,Pune,3,25,Male,No,3,0,"Java, JavaScript, C++, Project Management"
E314,Bachelors,2017,Bangalore,1,25,Male,No,3,0,Node.js
E315,Masters,2015,Pune,3,28,Female,No,2,0,"Python, JavaScript, Java, Machine Learning"
E316,Bachelors,2017,Pune,3,26,Male,No,4,0,"Machine Learning, Angular, Data Analysis"
E317,Bachelors,2014,Pune,3,24,Male,No,2,0,"Python, React, Machine Learning, Kubernetes"
E318,Bachelors,2014,Pune,3,25,Female,No,3,1,"Project Management, Kubernetes"
